timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,country,asn
2026-08-26T22:20:40,10.200.0.7,172.19.97.240,9150,443,tx_f12322b583b296f89ee4c7f6,"[""bc1qanom07"",""bc1qanom03"",""bc1qanom08"",""bc1qanom12"",""bc1qanom06"",""bc1qanom01"",""bc1qanom10"",""bc1qanom03"",""bc1qanom09"",""bc1qanom08""]","[""bc1qanom07"",""bc1qanom10"",""bc1qanom11"",""bc1qanom08"",""bc1qanom03"",""bc1qanom08"",""bc1qanom10"",""bc1qanom03"",""bc1qanom06"",""bc1qanom03"",""bc1qanom01"",""bc1qanom05"",""bc1qanom12"",""bc1qanom03"",""bc1qanom03"",""bc1qanom11"",""bc1qanom07""]","[1.02097437,1.03270904,1.06044143,0.98872913,1.03398799,1.05305357,1.01954515,1.06071497,1.05676532,0.96880643]","[0.63168458,0.6036974,0.62735153,0.6214124,0.58134875,0.57567607,0.6138623,0.57361958,0.61801741,0.59297793,0.60574139,0.56644748,0.56320027,0.59881956,0.59488263,0.62940846,0.6270359]",0.0744681,P2TR,NL,AS13335
2026-08-20T02:33:07,10.200.0.1,172.18.196.184,4145,80,tx_2df4e3983568b32ea935ff29,"[""bc1qanom07"",""bc1qanom05"",""bc1qanom01"",""bc1qanom09"",""bc1qanom08"",""bc1qanom10"",""bc1qanom05"",""bc1qanom11"",""bc1qanom05"",""bc1qanom04""]","[""bc1qanom08"",""bc1qanom12"",""bc1qanom08"",""bc1qanom06"",""bc1qanom09"",""bc1qanom10"",""bc1qanom08"",""bc1qanom11"",""bc1qanom04"",""bc1qanom09"",""bc1qanom09"",""bc1qanom03"",""bc1qanom08"",""bc1qanom05"",""bc1qanom06""]","[4.75205247,4.32227039,4.42803353,4.47567537,4.8183493,4.4889217,4.46155374,4.74025617,4.34479282,4.55648934]","[3.08295281,2.86579953,3.0085945,3.19382546,2.92599105,2.88327765,2.96372913,3.12525943,3.16564328,3.10709248,3.21510782,3.13902067,3.13745154,3.00889271,2.99349667]",0.03472494,P2TR,RU,AS45117
2026-08-15T06:28:42,10.200.0.8,172.19.15.44,4145,443,tx_83aebe506a55fa04504075d1,"[""bc1qanom12"",""bc1qanom07"",""bc1qanom08"",""bc1qanom10"",""bc1qanom12"",""bc1qanom12"",""bc1qanom12"",""bc1qanom06"",""bc1qanom09"",""bc1qanom06"",""bc1qanom03"",""bc1qanom03"",""bc1qanom04"",""bc1qanom11""]","[""bc1qanom11"",""bc1qanom03"",""bc1qanom07"",""bc1qanom08"",""bc1qanom08"",""bc1qanom12"",""bc1qanom12"",""bc1qanom03"",""bc1qanom07"",""bc1qanom05"",""bc1qanom06"",""bc1qanom10"",""bc1qanom07"",""bc1qanom05"",""bc1qanom11"",""bc1qanom12"",""bc1qanom05"",""bc1qanom11""]","[0.0012948,0.00123914,0.00138576,0.00129307,0.00135812,0.00130195,0.00127183,0.00126815,0.00136815,0.00133738,0.00125014,0.00125825,0.00138111,0.00125616]","[1.222e-05,1.304e-05,1.265e-05,1.333e-05,1.186e-05,1.305e-05,1.198e-05,1.333e-05,1.27e-05,1.29e-05,1.203e-05,1.26e-05,1.332e-05,1.272e-05,1.2e-05,1.315e-05,1.249e-05,1.231e-05]",0.01820179,P2SH,RU,AS16509
2026-08-07T08:54:45,10.200.0.6,172.23.61.88,1080,18333,tx_7cc6aa59cfee570e8118d51f,"[""bc1qanom12"",""bc1qanom07"",""bc1qanom03"",""bc1qanom12"",""bc1qanom06"",""bc1qanom02""]","[""bc1qanom09"",""bc1qanom10"",""bc1qanom08"",""bc1qanom07"",""bc1qanom10"",""bc1qanom04"",""bc1qanom08"",""bc1qanom02"",""bc1qanom10"",""bc1qanom01"",""bc1qanom06"",""bc1qanom01"",""bc1qanom05"",""bc1qanom08""]","[8.46242669,8.95893007,9.25786911,9.44217067,8.440416,8.62623892]","[3.71149635,3.65651534,4.02789778,3.71993595,3.98084094,3.61489492,3.85447083,4.04709712,3.68381479,3.81886342,3.60868897,3.72989644,4.00238398,3.86857967]",0.07595927,P2TR,SG,AS13335
2026-08-17T16:50:15,10.200.0.4,172.21.228.243,9150,443,tx_cf021dcffbe834c6cd58f49e,"[""bc1qanom03"",""bc1qanom06"",""bc1qanom05"",""bc1qanom07"",""bc1qanom10"",""bc1qanom10""]","[""bc1qanom12"",""bc1qanom08"",""bc1qanom08"",""bc1qanom05"",""bc1qanom02"",""bc1qanom09"",""bc1qanom04"",""bc1qanom10""]","[6.12798888,5.83373795,6.23315539,6.23372081,5.86165188,6.12195853]","[4.62304355,4.65618549,4.28212933,4.3826153,4.37223208,4.42913333,4.45762118,4.72118582]",0.07125698,P2WPKH,SG,AS13335
2026-08-07T01:55:58,10.200.0.4,172.25.129.131,9150,443,tx_1cfa1280003a0c28a57b46cc,"[""bc1qanom04"",""bc1qanom07"",""bc1qanom05"",""bc1qanom10"",""bc1qanom04"",""bc1qanom09"",""bc1qanom03"",""bc1qanom01"",""bc1qanom07"",""bc1qanom08"",""bc1qanom12""]","[""bc1qanom06"",""bc1qanom11"",""bc1qanom03"",""bc1qanom11"",""bc1qanom04"",""bc1qanom12"",""bc1qanom12"",""bc1qanom10"",""bc1qanom03"",""bc1qanom08"",""bc1qanom10"",""bc1qanom01"",""bc1qanom12""]","[0.66585157,0.65119843,0.68147625,0.6922992,0.69982417,0.70024772,0.66538617,0.66392932,0.70776032,0.71776945,0.66140186]","[0.57869969,0.57483835,0.54110101,0.5395596,0.53973434,0.58940146,0.5933097,0.54856344,0.53744358,0.59608886,0.60161696,0.56977822,0.55224227]",0.0605288,P2WPKH,GB,AS14061
2026-08-02T05:43:35,10.200.0.3,172.24.162.81,1080,80,tx_555bfcb3d72a3f9551f4ecf4,"[""bc1qanom10"",""bc1qanom01"",""bc1qanom01"",""bc1qanom06"",""bc1qanom02"",""bc1qanom05"",""bc1qanom01"",""bc1qanom10"",""bc1qanom06""]","[""bc1qanom08"",""bc1qanom07"",""bc1qanom02"",""bc1qanom02"",""bc1qanom08"",""bc1qanom03"",""bc1qanom03"",""bc1qanom08"",""bc1qanom11"",""bc1qanom02"",""bc1qanom05"",""bc1qanom03"",""bc1qanom08"",""bc1qanom09"",""bc1qanom02"",""bc1qanom09"",""bc1qanom12"",""bc1qanom05"",""bc1qanom05""]","[1.02553441,1.12694031,1.08417847,1.04241024,1.02836429,1.03432361,1.04392502,1.07085356,1.12779132]","[0.50875961,0.4882564,0.50179706,0.47799832,0.52856527,0.49655491,0.50951326,0.50094971,0.50588814,0.50377028,0.50533111,0.52816693,0.50257268,0.47328013,0.52105804,0.51671285,0.51086846,0.48291991,0.52468751]",0.02378514,P2WPKH,GB,AS13335
2026-08-16T23:45:08,10.200.0.4,172.16.38.111,9050,8333,tx_8efa1855dcde065a1cf1d049,"[""bc1qanom08"",""bc1qanom01"",""bc1qanom03"",""bc1qanom04"",""bc1qanom10"",""bc1qanom06"",""bc1qanom11"",""bc1qanom05"",""bc1qanom12"",""bc1qanom11"",""bc1qanom02"",""bc1qanom04"",""bc1qanom03"",""bc1qanom04""]","[""bc1qanom01"",""bc1qanom06"",""bc1qanom02"",""bc1qanom05"",""bc1qanom02"",""bc1qanom06"",""bc1qanom02"",""bc1qanom09"",""bc1qanom12"",""bc1qanom10"",""bc1qanom03""]","[0.0032193,0.00315545,0.00298681,0.00322861,0.00311181,0.00306245,0.00318416,0.00299831,0.00289766,0.00293451,0.00300105,0.00295514,0.00305694,0.00295118]","[2.425e-05,2.394e-05,2.443e-05,2.52e-05,2.528e-05,2.369e-05,2.456e-05,2.397e-05,2.465e-05,2.496e-05,2.514e-05]",0.04247545,P2SH,SG,AS16509
2026-08-11T10:59:51,10.200.0.3,172.28.73.218,9050,18333,tx_199bd59b48e417d527d61da9,"[""bc1qanom03"",""bc1qanom12"",""bc1qanom08"",""bc1qanom07"",""bc1qanom11"",""bc1qanom06"",""bc1qanom08"",""bc1qanom11"",""bc1qanom05"",""bc1qanom05"",""bc1qanom02"",""bc1qanom11""]","[""bc1qanom03"",""bc1qanom12"",""bc1qanom02"",""bc1qanom01"",""bc1qanom02"",""bc1qanom03"",""bc1qanom06"",""bc1qanom12"",""bc1qanom03"",""bc1qanom05"",""bc1qanom10"",""bc1qanom11"",""bc1qanom09"",""bc1qanom03"",""bc1qanom02"",""bc1qanom04"",""bc1qanom10"",""bc1qanom12"",""bc1qanom12""]","[5.24636208,5.08669691,4.98283925,5.27248322,5.02665039,5.4632462,5.03496801,5.09240566,5.40885145,5.56535257,5.06401725,5.15497898]","[3.46382281,3.25005427,3.42415585,3.21692673,3.22565597,3.2607516,3.17652883,3.46632967,3.29953205,3.48198477,3.19422487,3.19399503,3.425748,3.13562429,3.42392355,3.39401386,3.46666067,3.38467417,3.34990782]",0.03383245,P2WPKH,RU,AS7922
2026-08-06T15:20:05,10.200.0.6,172.22.133.76,4145,18333,tx_b7cfb9675f14158a434442fa,"[""bc1qanom11"",""bc1qanom09"",""bc1qanom06"",""bc1qanom03"",""bc1qanom09"",""bc1qanom02"",""bc1qanom11"",""bc1qanom01"",""bc1qanom03"",""bc1qanom11"",""bc1qanom07""]","[""bc1qanom03"",""bc1qanom07"",""bc1qanom12"",""bc1qanom04"",""bc1qanom11"",""bc1qanom05"",""bc1qanom10"",""bc1qanom09"",""bc1qanom12""]","[0.66602644,0.6283439,0.64820434,0.61299112,0.64509554,0.65193264,0.640311,0.65551722,0.65005639,0.66007346,0.66925204]","[0.75659912,0.76965978,0.82068296,0.80359258,0.79265258,0.77622444,0.79518561,0.76244595,0.79684651]",0.05597444,P2WPKH,GB,AS3320
2026-08-08T19:22:25,10.200.0.2,172.29.131.81,1080,18333,tx_e53923e275aaf772d65908ae,"[""bc1qanom09"",""bc1qanom04"",""bc1qanom04"",""bc1qanom11"",""bc1qanom08"",""bc1qanom11"",""bc1qanom07"",""bc1qanom08"",""bc1qanom02"",""bc1qanom06"",""bc1qanom04"",""bc1qanom01"",""bc1qanom06"",""bc1qanom02""]","[""bc1qanom07"",""bc1qanom01"",""bc1qanom10"",""bc1qanom02"",""bc1qanom12"",""bc1qanom05"",""bc1qanom06"",""bc1qanom09"",""bc1qanom04"",""bc1qanom06"",""bc1qanom07"",""bc1qanom04"",""bc1qanom01"",""bc1qanom03"",""bc1qanom03"",""bc1qanom03"",""bc1qanom12""]","[0.87634171,0.83750809,0.85208315,0.87179535,0.86190847,0.81661816,0.87786383,0.80613016,0.81424808,0.87195918,0.79750345,0.81409291,0.83862503,0.79831684]","[0.69974621,0.65289933,0.72139542,0.67890394,0.64578945,0.71512896,0.72364841,0.65595702,0.70908578,0.67594427,0.64713295,0.64427499,0.67315127,0.70808664,0.68580707,0.69404098,0.68254835]",0.05722758,P2WPKH,NL,AS13335
2026-08-23T16:26:30,10.200.0.2,172.28.202.87,9050,18333,tx_2262db453d51f97d243f450c,"[""bc1qanom07"",""bc1qanom01"",""bc1qanom04"",""bc1qanom07"",""bc1qanom06"",""bc1qanom03"",""bc1qanom03"",""bc1qanom05""]","[""bc1qanom05"",""bc1qanom05"",""bc1qanom10"",""bc1qanom04"",""bc1qanom09"",""bc1qanom05"",""bc1qanom05"",""bc1qanom10"",""bc1qanom07""]","[7.16798079,7.51824676,7.25242343,7.17964751,6.98467783,7.16015193,6.96915856,7.05093818]","[6.06845602,6.58592256,6.14313656,6.18785432,5.9509577,6.21272343,6.20162871,6.042244,6.59161328]",0.0395487,P2PKH,NL,AS13335
2026-08-21T17:46:09,10.200.0.8,172.28.214.6,4145,80,tx_aaae2bd89db627387fefd0df,"[""bc1qanom09"",""bc1qanom02"",""bc1qanom10"",""bc1qanom01"",""bc1qanom05"",""bc1qanom07"",""bc1qanom10"",""bc1qanom08"",""bc1qanom12"",""bc1qanom02"",""bc1qanom09"",""bc1qanom09""]","[""bc1qanom08"",""bc1qanom09"",""bc1qanom11"",""bc1qanom05"",""bc1qanom03"",""bc1qanom04"",""bc1qanom06"",""bc1qanom02"",""bc1qanom12"",""bc1qanom04"",""bc1qanom04"",""bc1qanom07"",""bc1qanom03"",""bc1qanom09"",""bc1qanom04"",""bc1qanom09"",""bc1qanom07"",""bc1qanom03"",""bc1qanom02"",""bc1qanom05""]","[0.00257253,0.00248885,0.00265265,0.00243356,0.00249818,0.00241284,0.00256679,0.00270329,0.00242954,0.00247404,0.00260105,0.00242544]","[6.53e-06,6.43e-06,6.51e-06,6.53e-06,5.91e-06,6.11e-06,6.25e-06,6.32e-06,6.25e-06,5.89e-06,6.37e-06,6.4e-06,6.05e-06,6.45e-06,6.35e-06,5.88e-06,6.03e-06,6.28e-06,6.27e-06,6.52e-06]",0.03062171,P2TR,SG,AS45117
2026-08-23T07:52:12,10.200.0.1,172.21.126.81,4145,8333,tx_7f8632230477ded089478826,"[""bc1qanom04"",""bc1qanom03"",""bc1qanom12"",""bc1qanom07"",""bc1qanom04"",""bc1qanom04"",""bc1qanom10"",""bc1qanom04"",""bc1qanom09"",""bc1qanom05"",""bc1qanom09"",""bc1qanom05"",""bc1qanom10"",""bc1qanom05""]","[""bc1qanom03"",""bc1qanom01"",""bc1qanom11"",""bc1qanom10"",""bc1qanom07"",""bc1qanom09"",""bc1qanom12"",""bc1qanom01"",""bc1qanom01""]","[0.49808037,0.53835437,0.51173383,0.51995572,0.52700902,0.50929843,0.54244165,0.48727456,0.52281694,0.51657194,0.52617239,0.48578202,0.48735373,0.52618113]","[0.81294156,0.75799007,0.78854401,0.79781067,0.77251663,0.81478782,0.82706196,0.81031945,0.81724702]",0.01298035,P2TR,SG,AS16509
2026-08-08T21:41:48,10.200.0.3,172.16.194.79,4145,443,tx_f4971c88e4a59799e13e50d8,"[""bc1qanom04"",""bc1qanom06"",""bc1qanom05"",""bc1qanom12"",""bc1qanom08"",""bc1qanom05"",""bc1qanom11"",""bc1qanom09"",""bc1qanom05"",""bc1qanom01"",""bc1qanom12"",""bc1qanom06"",""bc1qanom01"",""bc1qanom07""]","[""bc1qanom11"",""bc1qanom04"",""bc1qanom03"",""bc1qanom07"",""bc1qanom12"",""bc1qanom11"",""bc1qanom08"",""bc1qanom03"",""bc1qanom07"",""bc1qanom12"",""bc1qanom05"",""bc1qanom02"",""bc1qanom11""]","[5.16243469,5.42789796,5.40733087,5.26711357,5.57289246,5.55024318,5.40083663,5.21600303,5.47195724,5.37748548,5.34068669,5.59576698,5.37815407,5.37125441]","[5.67598468,5.79241952,6.0334422,5.84982858,5.92312058,5.64383772,5.80360925,6.07844197,6.17532715,5.95931574,5.7356675,5.82937168,5.94856023]",0.04272213,P2PKH,RU,AS45117
2026-08-01T19:45:41,10.200.0.6,172.16.233.65,9150,443,tx_551710264d481e3a148184ed,"[""bc1qanom07"",""bc1qanom11"",""bc1qanom10"",""bc1qanom12"",""bc1qanom10"",""bc1qanom06""]","[""bc1qanom02"",""bc1qanom01"",""bc1qanom02"",""bc1qanom04"",""bc1qanom01"",""bc1qanom12"",""bc1qanom09"",""bc1qanom09"",""bc1qanom01"",""bc1qanom03"",""bc1qanom01"",""bc1qanom05"",""bc1qanom05"",""bc1qanom02""]","[12.47167455,12.7866051,11.99736561,12.26682219,12.7345279,12.08206867]","[5.08732482,5.4888838,5.39588921,5.14931634,5.14596803,5.21249765,5.54879677,5.18432612,5.35258876,5.13871758,5.15826296,5.33977319,4.95135741,5.39926042]",0.01148772,P2PKH,GB,AS7922
2026-08-09T00:11:39,10.200.0.3,172.26.168.206,4145,443,tx_69fa98779a945177e9cd7537,"[""bc1qanom04"",""bc1qanom04"",""bc1qanom03"",""bc1qanom10"",""bc1qanom12"",""bc1qanom07""]","[""bc1qanom09"",""bc1qanom01"",""bc1qanom10"",""bc1qanom05"",""bc1qanom02"",""bc1qanom04"",""bc1qanom10"",""bc1qanom04"",""bc1qanom01"",""bc1qanom04"",""bc1qanom11"",""bc1qanom04"",""bc1qanom11""]","[2.01838872,1.8542323,1.89911631,1.83521235,1.96987024,1.98029968]","[0.89826664,0.88332452,0.9085253,0.90434958,0.87671966,0.84558023,0.90806487,0.89473546,0.94844936,0.8969477,0.907522,0.88579307,0.92708724]",0.05441729,P2PKH,RU,AS9009
2026-08-30T17:33:23,10.200.0.2,172.21.189.98,9150,18333,tx_b93d3c49290b230a4cdf734e,"[""bc1qanom10"",""bc1qanom04"",""bc1qanom02"",""bc1qanom06"",""bc1qanom08"",""bc1qanom12""]","[""bc1qanom03"",""bc1qanom04"",""bc1qanom04"",""bc1qanom07"",""bc1qanom05"",""bc1qanom01"",""bc1qanom02"",""bc1qanom04"",""bc1qanom10"",""bc1qanom05""]","[0.00546857,0.00534058,0.00549641,0.00528373,0.00539728,0.00538291]","[1.695e-05,1.812e-05,1.872e-05,1.824e-05,1.752e-05,1.778e-05,1.829e-05,1.824e-05,1.751e-05,1.853e-05]",0.03311165,P2PKH,NL,AS14061
2026-08-18T02:19:12,10.200.0.2,172.29.114.126,4145,18333,tx_ea8bd103d426e65e16ddcb73,"[""bc1qanom10"",""bc1qanom10"",""bc1qanom06"",""bc1qanom05"",""bc1qanom10"",""bc1qanom07"",""bc1qanom10"",""bc1qanom07"",""bc1qanom11"",""bc1qanom02""]","[""bc1qanom09"",""bc1qanom03"",""bc1qanom11"",""bc1qanom10"",""bc1qanom04"",""bc1qanom10"",""bc1qanom11"",""bc1qanom03"",""bc1qanom02"",""bc1qanom08"",""bc1qanom02"",""bc1qanom10"",""bc1qanom03"",""bc1qanom08"",""bc1qanom01"",""bc1qanom03""]","[6.60929831,6.54039574,6.66211125,6.36822873,6.68002329,6.40726655,6.79375409,6.45780299,6.88446272,6.47532061]","[4.02246534,4.07555787,4.07001437,4.26619143,4.14538752,4.23830016,4.07224622,4.2088428,4.02545755,4.04356041,3.90062899,4.05044067,4.04729088,3.92336893,4.04586379,3.9671925]",0.06355925,P2SH,NL,AS14061
2026-08-28T00:22:27,10.200.0.5,172.16.131.201,4145,443,tx_7460558f3f9346b79d983208,"[""bc1qanom04"",""bc1qanom10"",""bc1qanom05"",""bc1qanom08"",""bc1qanom06"",""bc1qanom01"",""bc1qanom12"",""bc1qanom01"",""bc1qanom01"",""bc1qanom02"",""bc1qanom04"",""bc1qanom05"",""bc1qanom01""]","[""bc1qanom08"",""bc1qanom09"",""bc1qanom04"",""bc1qanom04"",""bc1qanom04"",""bc1qanom02"",""bc1qanom01"",""bc1qanom01"",""bc1qanom02"",""bc1qanom07"",""bc1qanom02"",""bc1qanom07"",""bc1qanom10""]","[3.75790968,3.85989733,3.63607339,3.87918505,3.66023277,3.82900121,3.89660197,3.75105733,3.95321289,3.99249037,3.65223456,3.65893996,3.79643209]","[3.91349682,3.88410564,3.80333464,3.71196277,3.77528487,3.96918992,3.98137936,3.73090158,3.64711011,3.74550414,3.66410158,3.82402556,3.73344343]",0.03365521,P2WPKH,NL,AS7922
2026-08-16T02:13:43,10.200.0.2,172.26.3.207,1080,80,tx_89ab65fa2ef2121452910999,"[""bc1qanom02"",""bc1qanom03"",""bc1qanom10"",""bc1qanom05"",""bc1qanom04"",""bc1qanom12"",""bc1qanom10"",""bc1qanom02"",""bc1qanom03"",""bc1qanom11"",""bc1qanom01"",""bc1qanom01"",""bc1qanom11"",""bc1qanom02""]","[""bc1qanom11"",""bc1qanom08"",""bc1qanom08"",""bc1qanom01"",""bc1qanom11"",""bc1qanom10"",""bc1qanom01"",""bc1qanom04""]","[4.67127734,4.657024,4.52715084,4.63932395,4.34970957,4.58101569,4.37474653,4.3809783,4.59180054,4.56176426,4.44817751,4.47605637,4.55982291,4.77224605]","[7.82449681,7.59212709,7.98289881,8.04230188,8.43114046,7.74708967,7.71107857,7.59460762]",0.06798026,P2SH,SG,AS7922
2026-08-30T20:28:55,10.200.0.4,172.28.217.56,9050,8333,tx_54e0fe7058e15926540f71fc,"[""bc1qanom05"",""bc1qanom08"",""bc1qanom02"",""bc1qanom05"",""bc1qanom10"",""bc1qanom10"",""bc1qanom03""]","[""bc1qanom06"",""bc1qanom07"",""bc1qanom04"",""bc1qanom10"",""bc1qanom04"",""bc1qanom04"",""bc1qanom08"",""bc1qanom08"",""bc1qanom02"",""bc1qanom08"",""bc1qanom07""]","[10.12066377,9.87413947,10.84068382,10.10353087,9.86294731,10.9909625,9.86231335]","[6.95953525,6.61084799,7.03998234,6.50531457,6.39230999,6.81492118,6.42747765,7.03835556,6.4547747,6.73290259,6.6866329]",0.02176396,P2PKH,GB,AS13335
2026-08-30T03:55:02,10.200.0.4,172.30.194.206,4145,8333,tx_f875029fe968dd7ccaee3c7d,"[""bc1qanom11"",""bc1qanom09"",""bc1qanom07"",""bc1qanom05"",""bc1qanom02"",""bc1qanom08"",""bc1qanom05"",""bc1qanom05"",""bc1qanom12"",""bc1qanom07"",""bc1qanom04""]","[""bc1qanom11"",""bc1qanom03"",""bc1qanom12"",""bc1qanom04"",""bc1qanom02"",""bc1qanom01"",""bc1qanom05"",""bc1qanom09"",""bc1qanom12"",""bc1qanom03"",""bc1qanom07"",""bc1qanom07"",""bc1qanom10"",""bc1qanom12"",""bc1qanom01"",""bc1qanom11"",""bc1qanom11"",""bc1qanom03"",""bc1qanom12""]","[0.82177648,0.8574757,0.85709017,0.89042369,0.81341804,0.89828208,0.83871205,0.85029722,0.86971929,0.86220444,0.83701065]","[0.47655583,0.50560133,0.51199926,0.48847557,0.49875227,0.49727184,0.49271462,0.51385578,0.48455382,0.50048833,0.47092939,0.4840011,0.4690394,0.48986474,0.46651705,0.51351287,0.50469534,0.51549757,0.51042307]",0.07656938,P2WPKH,RU,AS3320
2026-08-11T05:52:52,10.200.0.3,172.19.21.98,9150,443,tx_c6812c2f729d66db1799b0cc,"[""bc1qanom06"",""bc1qanom11"",""bc1qanom02"",""bc1qanom12"",""bc1qanom07"",""bc1qanom09""]","[""bc1qanom10"",""bc1qanom03"",""bc1qanom02"",""bc1qanom07"",""bc1qanom05"",""bc1qanom04"",""bc1qanom01"",""bc1qanom11"",""bc1qanom04"",""bc1qanom05"",""bc1qanom01""]","[1.94373163,2.06397619,2.08497691,1.99913068,2.06547914,1.94177409]","[1.0907551,1.0438064,1.09067998,1.047606,1.08238375,1.06907524,1.08356368,1.07773596,1.13665544,1.05578291,1.04104025]",0.06350856,P2PKH,GB,AS9009
2026-08-28T06:47:38,10.200.0.7,172.27.170.153,9150,18333,tx_6ef1643f76e73f7504706813,"[""bc1qanom02"",""bc1qanom08"",""bc1qanom08"",""bc1qanom09"",""bc1qanom11"",""bc1qanom03"",""bc1qanom09"",""bc1qanom03"",""bc1qanom05""]","[""bc1qanom10"",""bc1qanom03"",""bc1qanom12"",""bc1qanom09"",""bc1qanom02"",""bc1qanom09"",""bc1qanom03"",""bc1qanom01"",""bc1qanom06"",""bc1qanom12"",""bc1qanom01"",""bc1qanom10"",""bc1qanom12"",""bc1qanom10"",""bc1qanom05"",""bc1qanom11"",""bc1qanom07"",""bc1qanom06""]","[5.05988068,5.284159,5.01551743,4.8915245,5.05308673,4.99942034,4.93543793,5.11102887,4.89242838]","[2.65001347,2.69376718,2.7036906,2.50616057,2.50475679,2.62045143,2.63640611,2.64849697,2.47540024,2.51028838,2.51935429,2.50604364,2.67478032,2.43506929,2.46012752,2.55661634,2.45993548,2.53775804]",0.01269647,P2PKH,GB,AS45117
2026-08-25T02:58:33,10.200.0.1,172.30.85.213,9150,18333,tx_ad36b976f4f84bc6003fa452,"[""bc1qanom04"",""bc1qanom06"",""bc1qanom01"",""bc1qanom01"",""bc1qanom11"",""bc1qanom08"",""bc1qanom07"",""bc1qanom10""]","[""bc1qanom03"",""bc1qanom12"",""bc1qanom01"",""bc1qanom10"",""bc1qanom11"",""bc1qanom07"",""bc1qanom02"",""bc1qanom06"",""bc1qanom03""]","[0.0074099,0.00750937,0.00723499,0.00775647,0.007035,0.00775265,0.00763784,0.00785516]","[5.85e-06,5.88e-06,5.64e-06,5.4e-06,5.8e-06,5.6e-06,5.78e-06,5.58e-06,5.74e-06]",0.05924883,P2WPKH,RU,AS7922
2026-08-01T05:32:16,10.200.0.5,172.27.162.15,4145,8333,tx_546e5af6a5f06131dc9cea40,"[""bc1qanom06"",""bc1qanom09"",""bc1qanom01"",""bc1qanom10"",""bc1qanom01"",""bc1qanom12"",""bc1qanom10"",""bc1qanom12"",""bc1qanom10""]","[""bc1qanom02"",""bc1qanom07"",""bc1qanom07"",""bc1qanom07"",""bc1qanom10"",""bc1qanom08"",""bc1qanom10"",""bc1qanom05"",""bc1qanom07""]","[0.94407267,0.9189354,0.92204821,0.9960714,0.93454277,0.95522244,0.95147144,0.93332922,0.95460032]","[0.94494573,0.89590311,0.97987569,0.93596792,0.89805403,0.94016438,0.8830967,0.94610689,0.96498732]",0.07386268,P2WPKH,NL,AS14061
2026-08-26T01:09:55,10.200.0.2,172.16.76.156,1080,80,tx_480a29850ccb84c4517f2006,"[""bc1qanom06"",""bc1qanom01"",""bc1qanom02"",""bc1qanom06"",""bc1qanom11"",""bc1qanom12""]","[""bc1qanom05"",""bc1qanom03"",""bc1qanom11"",""bc1qanom03"",""bc1qanom05"",""bc1qanom05"",""bc1qanom08"",""bc1qanom09""]","[13.38483245,12.93865172,12.64752842,13.84853625,13.2767458,13.25380202]","[9.3625912,9.54096454,9.48422618,9.39035098,9.80286708,9.353415,10.23882499,10.17894343]",0.07637703,P2SH,SG,AS9009
2026-08-28T14:05:53,10.200.0.7,172.16.27.99,9050,18333,tx_ac33cae34a474153209aa1b7,"[""bc1qanom02"",""bc1qanom09"",""bc1qanom03"",""bc1qanom02"",""bc1qanom06"",""bc1qanom07"",""bc1qanom08"",""bc1qanom11"",""bc1qanom10"",""bc1qanom02"",""bc1qanom12"",""bc1qanom07"",""bc1qanom07"",""bc1qanom08""]","[""bc1qanom10"",""bc1qanom05"",""bc1qanom08"",""bc1qanom01"",""bc1qanom09"",""bc1qanom08"",""bc1qanom09"",""bc1qanom06"",""bc1qanom11"",""bc1qanom07"",""bc1qanom12"",""bc1qanom04""]","[0.92066418,0.85557921,0.88512576,0.94948927,0.87321069,0.8702366,0.86873938,0.88232719,0.8565166,0.92144351,0.87591645,0.8976247,0.93656146,0.90037363]","[1.06009278,1.08416146,1.11594237,1.06376643,1.05834586,1.06320763,1.03877233,1.0025366,1.05898763,1.09231801,1.01986974,1.10919241]",0.04257437,P2SH,GB,AS3320
2026-08-01T07:30:12,10.200.0.1,172.16.32.10,4145,80,tx_d18a3a89f81ea2fd96dcab6a,"[""bc1qanom07"",""bc1qanom12"",""bc1qanom04"",""bc1qanom11"",""bc1qanom07"",""bc1qanom09"",""bc1qanom05""]","[""bc1qanom10"",""bc1qanom07"",""bc1qanom07"",""bc1qanom05"",""bc1qanom01"",""bc1qanom05"",""bc1qanom03"",""bc1qanom05""]","[0.00976351,0.00970931,0.00911815,0.00931281,0.00944674,0.00994624,0.01015391]","[2.442e-05,2.585e-05,2.542e-05,2.486e-05,2.702e-05,2.53e-05,2.512e-05,2.448e-05]",0.06690275,P2PKH,SG,AS13335
2026-08-04T04:54:13,10.200.0.7,172.17.39.66,9150,443,tx_137faaf586e362185434b3b1,"[""bc1qanom01"",""bc1qanom02"",""bc1qanom04"",""bc1qanom07"",""bc1qanom11"",""bc1qanom02""]","[""bc1qanom07"",""bc1qanom05"",""bc1qanom03"",""bc1qanom05"",""bc1qanom04"",""bc1qanom07"",""bc1qanom01"",""bc1qanom11"",""bc1qanom07"",""bc1qanom07"",""bc1qanom06""]","[1.73796331,1.7873331,1.87197732,1.84066324,1.69310104,1.87921399]","[0.98610144,1.03113507,0.92842367,0.98069047,0.98213705,0.96531212,1.02140217,0.91499761,1.00575827,0.98347294,0.96589364]",0.05870455,P2TR,RU,AS16509
